calculation_id,calculation_type,calculation_period_start,calculation_period_end,calculation_version,result_id,grid_area_code,balance_responsible_party_id,metering_point_type,settlement_method,resolution,time,quantity,quantity_unit,quantity_qualities
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-02T15:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-02T16:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-02T17:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T15:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T16:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T17:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T18:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T19:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T20:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T21:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-03T22:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-04T20:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-04T21:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-04T22:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-04T23:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-05T00:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-05T01:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-05T02:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-06T00:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-06T01:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-06T02:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-06T03:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-06T04:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-06T05:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-06T06:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-07T05:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-07T06:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-07T07:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-07T08:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-07T09:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-07T10:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-07T11:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-08T10:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-08T11:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-08T12:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-08T13:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-08T14:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-08T15:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-08T16:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-09T14:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-09T15:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-09T16:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-09T17:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-09T18:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-09T19:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-09T20:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T15:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T16:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T17:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T18:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T19:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T20:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T21:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T22:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-11T23:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-12T00:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-12T01:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-12T02:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-12T03:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-12T04:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T07:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T08:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T09:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T10:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T11:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T12:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T13:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T14:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T15:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T16:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T17:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T18:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T19:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T20:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T21:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T22:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-14T23:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-15T00:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-15T01:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-15T02:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
16b055aa-6a27-4605-b10a-88911ee009dd,balance_fixing,2021-12-31T23:00:00Z,2022-02-28T23:00:00Z,6,6564f41f-871d-4024-82af-ac8a0713f0aa,543,5790000701414,consumption,non_profiled,PT1H,2022-01-15T03:00:00Z,155614.4,kWh,"[""missing"",""measured""]"
