calculation_id,calculation_type,calculation_execution_time_start,calculation_result_id,grid_area_code,energy_supplier_id,quantity,quantity_unit,quantity_qualities,time,resolution,metering_point_type,settlement_method,price,amount,is_tax,charge_code,charge_type,charge_owner_id,amount_type
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,66879c55-7dcf-49da-9124-6fff10cccb2f,533,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,bd5e222b-739a-4dec-81df-6c8775bb5de0,533,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,6af00994-9763-4a7d-aa59-3f6920de73fb,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",642070.333440,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,03d7d18d-1f9f-423c-8490-60773d7cfdb9,543,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",216637.420032,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,3bb3d207-df9e-4e4e-98c6-b2882d104960,543,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",18810.510336,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,ea361f4f-844f-4b93-91ac-e89b2e72f0e8,584,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,4114a7f4-5470-4054-99ef-c279fccc6aa4,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,b6870222-0d2f-4b59-aa07-8510bf637e43,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",60291121.673088,false,41000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,7e7e67fc-1231-459e-a099-63fe9f981c6b,533,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,f5008972-84cb-4e4c-86c8-1246ce6e718e,533,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,4427f9de-4be2-4683-afea-c04ef1b5a18a,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",3451128.042240,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,e06fce93-8fce-4ecb-abec-59d8ef0db454,543,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",1164426.132672,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,1ada6c7d-6dae-4e1c-82b4-b1eae5540924,543,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",101106.493056,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,1b16706e-cde5-43bb-a270-787247d2028d,584,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,b5a5e298-e396-4853-833b-d442c467fab6,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,8189850b-692b-4ac9-b219-8915cbcaa2fa,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",324860485.742352,false,42000,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,f08a4ee1-8e21-4749-9f7a-4d0984c26b80,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,42030,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,83d7f09f-f246-47d1-b875-ed6c97009047,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,42030,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,4445b08c-6fe0-4011-acbc-9760286a9b53,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",27319.136771,false,45012,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,b8ae39d2-f424-492a-8a47-2e546fff6bc4,533,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,06364e5f-105e-40ed-acc7-9a0b8f9c0057,533,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,bde40fbb-a65f-4cf0-a146-e64e1fb3c019,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",35046.339046,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,4344491a-c651-4ac4-bacf-2e36998bd5fc,543,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",11824.792520,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,c7bef898-fe85-49e8-b781-d0f57250268e,543,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",1026.740367,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,fdc9cdf3-7a61-42bf-accb-f42a9d872caf,584,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,9b321646-83d0-4425-b7a2-3ed29cc02070,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,6c1deef1-1e20-4e0c-91a4-6d63a01d34b2,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",71941.379626,false,45013,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,ee60659f-da7d-4c57-a286-9a606a10f3a2,533,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,8b36db4b-4031-40c1-984c-330c3b2c8804,533,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,17ce20ed-d85e-4583-8601-f7671ac2727c,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",24345166.809600,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,e644adc7-0bf2-4325-9adc-b65bbb0251b7,543,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",8214168.842880,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,6221c9ae-8089-4e0e-9ae8-9af55905be3a,543,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",713231.850240,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,b5bf9a38-280b-4dee-93f0-e579b05ae342,584,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,dd37b72c-44d1-4125-817c-d6e218db0a31,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,149947e6-2494-4310-a28e-33421a262749,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",2272265765.605290,true,EA-001,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,a03214f8-51ed-42df-bf68-31751fdb8819,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",15989168.100240,true,EA-002,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,e7ca0986-0daf-4b5d-9722-76983c85e015,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",-412.770735,true,EA-003,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,add44458-c09b-42f6-a5e7-54a96c0e89c5,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,true,EA-004,tariff,5790000432752,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,d688dd49-28a6-41c6-bed4-865b287da481,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT10001,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,90dfe507-19b0-4418-b5f0-d7933f384c5c,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",707895.417984,false,NT1007,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,cae81d5a-def6-4d41-8695-ada29afab271,543,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",505855.438656,false,NT1007,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,89416514-7969-455d-934c-6ccd442b734a,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT1008,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,698fa570-adb3-42d5-a676-debbfeff0094,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",3776180.147110,false,NT1009,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,23d0a2c8-87a6-4570-8aba-5586c96b448e,543,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",817491.420070,false,NT1009,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,f0fd798c-de78-48bb-961c-7ad6af65703b,543,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",146094.963622,false,NT1009,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,1fa9c515-03d0-4fb1-b35d-31fb7d05c7a5,543,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT1010,tariff,5790000610976,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,0e46f545-2dbf-46ab-a099-77a7b6922737,584,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT15001,tariff,5790001089023,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,ba61b720-6920-40ab-9191-019834b554dd,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT15001,tariff,5790001089023,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,bb04fe07-4cc9-4a57-af22-fbe72ce98cc7,584,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT15003,tariff,5790001089023,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,b8b252c2-3ed9-43d1-8afb-f1cfda48f73c,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT15003,tariff,5790001089023,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,e09de3bf-adca-4927-8995-70d04127ef00,584,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT15004,tariff,5790001089023,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,c5d9273b-7e18-4615-916d-c5ab18957856,584,5790001095390,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,NT15004,tariff,5790001089023,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,ff6e8dae-a0fa-498f-86ab-ee78e521966d,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,100,tariff,8100000000047,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,ba857db2-be2a-4348-bf29-6d9ea3752c70,804,5790000701278,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",3240554.048640,false,4300,tariff,8100000000047,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,b1f9209d-16a6-4b9c-999d-4de5bccf832a,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",443526783.507360,false,4300,tariff,8100000000047,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,f319efb6-f447-459d-8167-e15159621312,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",-71574.190080,false,Rabat-T,tariff,8100000000047,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,ddb3c28e-00b8-42dc-bed6-acca12f006e4,804,5790001687137,"",kWh,"",2021-12-31 23:00:00.000000,P1M,"","","",0.000000,false,Tarif_Ny,tariff,8100000000047,monthly_amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-10 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-19 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-16 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-14 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-01 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-05 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-26 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-21 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-22 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2021-12-31 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-28 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-06 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-12 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-13 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
a6288d0d-c12d-485b-8f09-0fd47f9833b3,second_correction_settlement,2024-06-27 06:30:12.494754,257e141f-8ef2-40a7-8965-ad1915879d40,533,5790001095390,0.000,kWh,"[""missing""]",2022-01-09 23:00:00.000000,P1D,consumption,non_profiled,0.022700,0.000000,false,SEF NT-02,tariff,5790000392551,amount_per_charge
