"grid_area_code","energy_supplier_id","balance_responsible_id","quantity","quantity_qualities","time","aggregation_level","time_series_type","calculation_id","calculation_type","calculation_execution_time_start","neighbor_grid_area_code","calculation_result_id","metering_point_id","resolution"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 06:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 07:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 08:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 09:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 10:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 11:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 12:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 13:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 14:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 15:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 16:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 17:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 18:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 19:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 20:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 21:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 22:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-11 23:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 00:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 01:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 02:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 03:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 04:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 05:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 06:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 07:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 08:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 09:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 10:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 11:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 12:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 13:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 14:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 15:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 16:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 17:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 18:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 19:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 20:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 21:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 22:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-12 23:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 00:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 01:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 02:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 03:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 04:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 05:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 06:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 07:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 08:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 09:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 10:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 11:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 12:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 13:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 14:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 15:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 16:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 17:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 18:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 19:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 20:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 21:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 22:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-13 23:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-14 00:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-14 01:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-14 02:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-14 03:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-14 04:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-14 05:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
"543","","","2617235.281","[""calculated"",""missing"",""measured""]","2022-01-14 06:00:00.000000","total_ga","total_consumption","a6288d0d-c12d-485b-8f09-0fd47f9833b3","second_correction_settlement","2024-06-27 06:30:12.494754","","08f6c95a-69b2-4703-b2fc-cc88530e45b7","","PT1H"
